#Name	Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein Name
chromosome 1	NC_003070.9	23404870	23407757	+	842615		AT1G63110	NP_850969.2	469	GPI transamidase subunit PIG-U
chromosome 1	NC_003070.9	23409054	23410725	-	842616	RBL2	AT1G63120	NP_176500.1	317	RHOMBOID-like 2
chromosome 1	NC_003070.9	23412854	23414746	+	842617		AT1G63130	NP_001323319.1	630	Tetratricopeptide repeat (TPR)-like superfamily protein
chromosome 1	NC_003070.9	23417457	23418875	+	842618		AT1G63140	NP_001321812.1	401	O-methyltransferase family protein
chromosome 1	NC_003070.9	23419399	23421288	+	842619		AT1G63150	NP_001323422.1	629	Tetratricopeptide repeat (TPR)-like superfamily protein
chromosome 1	NC_003070.9	23422068	23423771	-	842620	RFC2	AT1G63160	NP_176504.1	333	replication factor C 2
chromosome 1	NC_003070.9	23425574	23427073	+	842621		AT1G63170	NP_564810.1	381	Zinc finger	 C3HC4 type (RING finger) family protein
chromosome 1	NC_003070.9	23427559	23429384	-	842622	UGE3	AT1G63180	NP_564811.1	351	UDP-D-glucose/UDP-D-galactose 4-epimerase 3
chromosome 1	NC_003070.9	23431835	23433002	+	842623		AT1G63190	NP_001319299.1	206	Cystatin/monellin superfamily protein
chromosome 1	NC_003070.9	23433630	23434600	-	842624		AT1G63200	NP_176508.1	216	Cystatin/monellin superfamily protein
chromosome 1	NC_003070.9	23437689	23438677	-	842625		AT1G63205	NP_176509.1	189	Cystatin/monellin superfamily protein
chromosome 1	NC_003070.9	23439528	23440650	+	6240931		AT1G63206	NP_001322644.1	194	Cystatin/monellin superfamily protein
chromosome 1	NC_003070.9	23443688	23447354	+	842626		AT1G63210	NP_176510.1	1197	Transcription elongation factor Spt6
chromosome 1	NC_003070.9	23449017	23450244	+	842627		AT1G63220	NP_176511.1	147	Calcium-dependent lipid-binding (CaLB domain) family protein
chromosome 1	NC_003070.9	23451144	23452201	+	842628		AT1G63230	NP_176512.2	323	Tetratricopeptide repeat (TPR)-like superfamily protein
chromosome 1	NC_003070.9	23456188	23458550	-	842629		AT1G63240	NP_564812.1	548	hypothetical protein AT1G63240
chromosome 1	NC_003070.9	23460529	23460771	-	28717391	CLE14	AT1G63245	NP_001319300.1	80	CLAVATA3/ESR-RELATED 14
chromosome 1	NC_003070.9	23463284	23466451	-	842631		AT1G63250	NP_176514.1	798	DEA(D/H)-box RNA helicase family protein
chromosome 1	NC_003070.9	23467105	23468945	-	842632	TET10	AT1G63260	NP_001320676.1	284	tetraspanin10
chromosome 1	NC_003070.9	23469664	23470353	-	842633	ABCI1	AT1G63270	NP_176516.1	229	non-intrinsic ABC protein 10
chromosome 1	NC_003070.9	23471343	23471705	+	842634		AT1G63280	NP_176517.1	120	Serine protease inhibitor (SERPIN) family protein
chromosome 1	NC_003070.9	23472095	23473590	-	842635		AT1G63290	NP_176518.1	227	Aldolase-type TIM barrel family protein
chromosome 1	NC_003070.9	23474129	23475420	-	10723038		AT1G63295	NP_001185299.2	191	Remorin family protein
chromosome 1	NC_003070.9	23482193	23486067	+	842636		AT1G63300	NP_176519.1	1029	Myosin heavy chain-related protein
chromosome 1	NC_003070.9	23486580	23487044	-	842637		AT1G63310	NP_176520.1	154	hypothetical protein AT1G63310
chromosome 1	NC_003070.9	23488884	23489530	-	842638		AT1G63320	NP_176521.2	189	Pentatricopeptide repeat (PPR) superfamily protein
chromosome 1	NC_003070.9	23489840	23491519	+	842639		AT1G63330	NP_001322078.1	559	Pentatricopeptide repeat (PPR) superfamily protein
chromosome 1	NC_003070.9	23491882	23494019	-	842640		AT1G63340	NP_176523.4	424	Flavin-containing monooxygenase family protein
chromosome 1	NC_003070.9	23494753	23497631	-	842641		AT1G63350	NP_001320908.1	924	Disease resistance protein (CC-NBS-LRR class) family
chromosome 1	NC_003070.9	23499515	23502169	-	842642		AT1G63360	NP_176525.1	884	Disease resistance protein (CC-NBS-LRR class) family
chromosome 1	NC_003070.9	23503205	23505358	-	842643		AT1G63370	NP_176526.1	450	Flavin-binding monooxygenase family protein
chromosome 1	NC_003070.9	23505641	23506504	+	842644		AT1G63380	NP_001319302.1	287	NAD(P)-binding Rossmann-fold superfamily protein
chromosome 1	NC_003070.9	23506461	23506967	-	842645		AT1G63390	NP_001319303.1	168	flavin containing monooxygenase FMO GS-OX-like protein
chromosome 1	NC_003070.9	23507320	23509053	+	842646		AT1G63400	NP_176529.1	577	Pentatricopeptide repeat (PPR) superfamily protein
chromosome 1	NC_003070.9	23510075	23511997	-	842647		AT1G63410	NP_001321952.1	215	LURP-one-like protein (DUF567)
chromosome 1	NC_003070.9	23515874	23518777	+	842648		AT1G63420	NP_176531.1	578	O-glucosyltransferase-like protein (DUF821)
chromosome 1	NC_003070.9	23522896	23526451	+	842649		AT1G63430	NP_001185301.1	688	Leucine-rich repeat protein kinase family protein
chromosome 1	NC_003070.9	23527655	23531109	+	842650	HMA5	AT1G63440	NP_176533.1	995	heavy metal atpase 5
chromosome 1	NC_003070.9	23532523	23534517	+	842651	RHS8	AT1G63450	NP_176534.2	664	root hair specific 8
chromosome 1	NC_003070.9	23535118	23536326	+	842652	GPX8	AT1G63460	NP_564813.1	167	glutathione peroxidase 8
chromosome 1	NC_003070.9	23536831	23538863	-	842653		AT1G63470	NP_176536.2	378	AT hook motif DNA-binding family protein
chromosome 1	NC_003070.9	23539872	23541685	-	842654		AT1G63480	NP_001322503.1	361	AT hook motif DNA-binding family protein
chromosome 1	NC_003070.9	23544938	23552984	-	842655		AT1G63490	NP_001320899.1	1462	transcription factor jumonji (jmjC) domain-containing protein
chromosome 1	NC_003070.9	23556015	23558403	+	842656	BSK7	AT1G63500	NP_176539.4	487	kinase with tetratricopeptide repeat domain-containing protein
chromosome 1	NC_003070.9	23560205	23561873	+	842657		AT1G63520	NP_176540.1	528	hypothetical protein (DUF3527)
chromosome 1	NC_003070.9	23562291	23562596	-	3767618		AT1G63522	NP_001319305.1	71	Defensin-like (DEFL) family protein
chromosome 1	NC_003070.9	23563654	23565386	+	842658		AT1G63530	NP_001321450.1	522	hypothetical protein AT1G63530
chromosome 1	NC_003070.9	23566045	23566227	-	3767619		AT1G63535	NP_001031224.1	60	Defensin-like (DEFL) family protein
chromosome 1	NC_003070.9	23567495	23569495	+	842659		AT1G63540	NP_176542.1	635	hydroxyproline-rich glycoprotein family protein
chromosome 1	NC_003070.9	23569786	23570890	+	842660		AT1G63550	NP_176543.2	324	Receptor-like protein kinase-related family protein
chromosome 1	NC_003070.9	23575291	23576304	+	842662		AT1G63570	NP_001321761.1	337	Receptor-like protein kinase-related family protein
chromosome 1	NC_003070.9	23577333	23578254	+	842663		AT1G63580	NP_176546.1	273	Receptor-like protein kinase-related family protein
chromosome 1	NC_003070.9	23579896	23580702	+	842664		AT1G63590	NP_176547.1	268	Receptor-like protein kinase-related family protein
chromosome 1	NC_003070.9	23581707	23582823	+	842665		AT1G63600	NP_001319307.1	328	Receptor-like protein kinase-related family protein
chromosome 1	NC_003070.9	23583675	23585599	-	842666		AT1G63610	NP_176549.3	340	hypothetical protein AT1G63610
chromosome 1	NC_003070.9	23587229	23587507	-	28717392		AT1G63615	NP_001320754.1	92	hypothetical protein AT1G63615
chromosome 1	NC_003070.9	23587250	23588220	+	842667		AT1G63630	NP_176550.2	273	Tetratricopeptide repeat (TPR)-like superfamily protein
chromosome 1	NC_003070.9	23589234	23595139	-	842668		AT1G63640	NP_001322192.1	1072	P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain-containing protein
chromosome 1	NC_003070.9	23599809	23602734	+	842669	EGL3	AT1G63650	NP_176552.1	596	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
chromosome 1	NC_003070.9	23604127	23607080	-	842670		AT1G63660	NP_176553.1	534	GMP synthase (glutamine-hydrolyzing)	 putative / glutamine amidotransferase
chromosome 1	NC_003070.9	23607527	23610003	-	842671	TRM12	AT1G63670	NP_001320654.1	689	hypothetical protein (DUF3741)
chromosome 1	NC_003070.9	23614461	23617247	+	842672	MURE	AT1G63680	NP_001321888.1	772	ALBINO OR PALE-GREEN 13
chromosome 1	NC_003070.9	23618490	23622082	+	842673	SPPL2	AT1G63690	NP_974082.1	540	SIGNAL PEPTIDE PEPTIDASE-LIKE 2
chromosome 1	NC_003070.9	23625208	23629031	-	842674	YDA	AT1G63700	NP_001319310.1	883	Protein kinase superfamily protein
chromosome 1	NC_003070.9	23632360	23633931	-	842675	CYP86A7	AT1G63710	NP_176558.1	523	cytochrome P450	 family 86	 subfamily A	 polypeptide 7
chromosome 1	NC_003070.9	23636122	23637348	-	842676		AT1G63720	NP_564816.1	358	hydroxyproline-rich glycoprotein family protein
chromosome 1	NC_003070.9	23641770	23645132	+	842677		AT1G63730	NP_176560.1	966	Disease resistance protein (TIR-NBS-LRR class) family
chromosome 1	NC_003070.9	23645312	23648807	+	842678		AT1G63740	NP_001322890.1	1063	Disease resistance protein (TIR-NBS-LRR class) family
chromosome 1	NC_003070.9	23650940	23655333	+	842679		AT1G63750	NP_001077769.1	1131	Disease resistance protein (TIR-NBS-LRR class) family
chromosome 1	NC_003070.9	23657791	23664243	-	842681		AT1G63770	NP_001117543.4	987	Peptidase M1 family protein
chromosome 1	NC_003070.9	23665045	23667243	-	842682	IMP4	AT1G63780	NP_176564.1	294	Ribosomal RNA processing Brix domain protein
chromosome 1	NC_003070.9	23667888	23669003	-	842683	UBC5	AT1G63800	NP_564817.2	185	ubiquitin-conjugating enzyme 5
chromosome 1	NC_003070.9	23669690	23675542	-	842684		AT1G63810	NP_001320199.1	1053	nucleolar protein
chromosome 1	NC_003070.9	23682529	23684050	-	842685		AT1G63820	NP_176567.2	293	CCT motif family protein
chromosome 1	NC_003070.9	23685408	23687098	+	842686		AT1G63830	NP_176568.1	232	PLAC8 family protein
chromosome 1	NC_003070.9	23689991	23690491	-	842687		AT1G63840	NP_176569.1	166	RING/U-box superfamily protein
chromosome 1	NC_003070.9	23696962	23698708	+	842688		AT1G63850	NP_176570.1	548	BTB/POZ domain-containing protein
chromosome 1	NC_003070.9	23699557	23700954	-	842689		AT1G63855	NP_001323246.1	223	Putative methyltransferase family protein
chromosome 1	NC_003070.9	23701920	23706005	-	3767624		AT1G63860	NP_001154443.1	1004	Disease resistance protein (TIR-NBS-LRR class) family
chromosome 1	NC_003070.9	23707131	23711901	-	842691		AT1G63870	NP_176571.1	1031	Disease resistance protein (TIR-NBS-LRR class) family
chromosome 1	NC_003070.9	23712514	23716047	-	842692		AT1G63880	NP_176572.1	1017	Disease resistance protein (TIR-NBS-LRR class) family
chromosome 1	NC_003070.9	23717056	23719086	+	842693	DAL1	AT1G63900	NP_176574.2	343	E3 Ubiquitin ligase family protein
chromosome 1	NC_003070.9	23719968	23721625	-	842694	AtMYB103	AT1G63910	NP_176575.1	370	myb domain protein 103
chromosome 1	NC_003070.9	23727927	23729174	+	842696	ROH1	AT1G63930	NP_176576.1	415	from the Czech \\'roh\\' meaning \\'corner\\'
chromosome 1	NC_003070.9	23730095	23733534	+	842697	MDAR6	AT1G63940	NP_849839.1	493	monodehydroascorbate reductase 6
chromosome 1	NC_003070.9	23734884	23735556	+	842698		AT1G63950	NP_001323353.1	116	Heavy metal transport/detoxification superfamily protein
chromosome 1	NC_003070.9	23737307	23738506	+	842699		AT1G63960	NP_001321869.1	144	Copper transport protein family
chromosome 1	NC_003070.9	23738923	23740336	-	842700	ISPF	AT1G63970	NP_850971.1	231	isoprenoid F
chromosome 1	NC_003070.9	23740646	23743054	+	842701		AT1G63980	NP_564820.1	391	D111/G-patch domain-containing protein
chromosome 1	NC_003070.9	23743323	23745351	-	842702	SPO11-2	AT1G63990	NP_176582.2	383	sporulation 11-2
chromosome 1	NC_003070.9	23747434	23748883	+	842703	WRKY56	AT1G64000	NP_176583.1	195	WRKY DNA-binding protein 56
chromosome 1	NC_003070.9	23750884	23751483	-	842704		AT1G64010	NP_001320592.1	199	Serine protease inhibitor (SERPIN) family protein
chromosome 1	NC_003070.9	23751756	23752121	-	842705		AT1G64020	NP_176585.1	121	Serine protease inhibitor (SERPIN) family protein
chromosome 1	NC_003070.9	23752873	23754348	-	842706	SRP3	AT1G64030	NP_176586.1	385	serpin 3
chromosome 1	NC_003070.9	23758626	23760274	-	842708	TOPP3	AT1G64040	NP_176587.1	322	type one serine/threonine protein phosphatase 3
chromosome 1	NC_003070.9	23762584	23765714	+	842709		AT1G64050	NP_176588.1	668	hypothetical protein AT1G64050
chromosome 1	NC_003070.9	23770266	23776317	+	842710	RBOH F	AT1G64060	NP_564821.1	944	respiratory burst oxidase protein F
chromosome 1	NC_003070.9	23778628	23779272	+	2745848		AT1G64065	NP_974086.1	214	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
chromosome 1	NC_003070.9	23779949	23783449	+	842711	RLM1	AT1G64070	NP_176590.2	997	Disease resistance protein (TIR-NBS-LRR class) family
chromosome 1	NC_003070.9	23785230	23786557	-	842712	MAKR2	AT1G64080	NP_176591.1	411	membrane-associated kinase regulator
chromosome 1	NC_003070.9	23789395	23790669	+	842713	RTNLB3	AT1G64090	NP_001185307.1	271	Reticulan like protein B3
chromosome 1	NC_003070.9	23791585	23795563	+	842714		AT1G64100	NP_001077770.1	806	pentatricopeptide (PPR) repeat-containing protein
chromosome 1	NC_003070.9	23795078	23795563	+	842715	NAC027	AT1G64105	NP_564823.1	161	NAC domain containing protein 27
chromosome 1	NC_003070.9	23796203	23796555	-	3767627		AT1G64107	NP_001031226.1	91	Putative membrane lipoprotein
chromosome 1	NC_003070.9	23796887	23801255	-	842716	DAA1	AT1G64110	NP_001323399.1	829	P-loop containing nucleoside triphosphate hydrolases superfamily protein
chromosome 1	NC_003070.9	23803267	23803533	+	28717393		AT1G64130	NP_001319316.1	88	Polyketide cyclase/dehydrase and lipid transport superfamily protein
chromosome 1	NC_003070.9	23804069	23806009	-	842718		AT1G64140	NP_176596.2	646	WRKY transcription factor
chromosome 1	NC_003070.9	23809047	23812579	-	842719		AT1G64150	NP_564825.1	370	Uncharacterized protein family (UPF0016)
chromosome 1	NC_003070.9	23814063	23814611	+	842720	DIR5	AT1G64160	NP_176598.1	182	Disease resistance-responsive (dirigent-like protein) family protein
chromosome 1	NC_003070.9	23815239	23818293	-	842721	CHX16	AT1G64170	NP_176599.2	811	cation/H+ exchanger 16
chromosome 1	NC_003070.9	23821640	23824193	+	842722		AT1G64180	NP_564826.1	593	intracellular protein transport protein USO1-like protein
chromosome 1	NC_003070.9	23824527	23825152	+	842723		AT1G64185	NP_564827.1	118	Lactoylglutathione lyase / glyoxalase I family protein
chromosome 1	NC_003070.9	23825549	23827012	-	842724		AT1G64190	NP_176601.1	487	6-phosphogluconate dehydrogenase family protein
chromosome 1	NC_003070.9	23827711	23828048	-	3767629		AT1G64195	NP_001031227.2	72	Defensin-like (DEFL) family protein
chromosome 1	NC_003070.9	23828537	23830002	-	842725	VHA-E3	AT1G64200	NP_176602.1	237	vacuolar H+-ATPase subunit E isoform 3
chromosome 1	NC_003070.9	23831033	23832863	+	842726		AT1G64210	NP_176603.1	587	Leucine-rich repeat protein kinase family protein
chromosome 1	NC_003070.9	23833088	23833321	-	842727	TOM7-2	AT1G64220	NP_176604.1	77	translocase of outer membrane 7 kDa subunit 2
chromosome 1	NC_003070.9	23833792	23835220	+	842728	UBC28	AT1G64230	NP_001154446.1	190	ubiquitin-conjugating enzyme 28
chromosome 1	NC_003070.9	23836249	23836620	+	2745849		AT1G64235	NP_974087.1	123	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
chromosome 1	NC_003070.9	23842219	23844192	+	28717394		AT1G64253	NP_001322641.1	393	DEK carboxy-terminal domain protein
chromosome 1	NC_003070.9	23844954	23847206	+	2745850		AT1G64255	NP_974088.1	750	MuDR family transposase
chromosome 1	NC_003070.9	23847756	23849915	+	842731		AT1G64260	NP_001319317.1	719	MuDR family transposase
chromosome 1	NC_003070.9	23853329	23855407	-	842733	NPR1	AT1G64280	NP_176610.1	593	regulatory protein (NPR1)
chromosome 1	NC_003070.9	23857394	23858488	-	842734		AT1G64290	NP_176611.1	364	F-box protein-like protein
chromosome 1	NC_003070.9	23859554	23860624	-	842735		AT1G64295	NP_683467.2	356	F-box associated ubiquitination effector family protein
chromosome 1	NC_003070.9	23863543	23865776	+	842736		AT1G64300	NP_564829.1	717	Protein kinase family protein
chromosome 1	NC_003070.9	23866053	23867711	+	842737		AT1G64310	NP_176613.1	552	Tetratricopeptide repeat (TPR)-like superfamily protein
chromosome 1	NC_003070.9	23868482	23870548	+	842738		AT1G64320	NP_001319318.1	623	myosin heavy chain-like protein
chromosome 1	NC_003070.9	23872172	23873970	+	842739		AT1G64330	NP_176615.1	555	myosin heavy chain-like protein
chromosome 1	NC_003070.9	23878125	23880635	+	842740		AT1G64340	NP_176616.2	263	Serine/Threonine-kinase
chromosome 1	NC_003070.9	23881582	23883073	+	842741	SEH1H	AT1G64350	NP_564830.1	326	Transducin/WD40 repeat-like superfamily protein
chromosome 1	NC_003070.9	23886152	23886987	+	842742		AT1G64355	NP_564831.2	199	1-acyl-sn-glycerol-3-phosphate acyltransferase
chromosome 1	NC_003070.9	23887928	23888185	+	842743		AT1G64360	NP_564832.1	85	hypothetical protein AT1G64360
chromosome 1	NC_003070.9	23888967	23889503	+	842744		AT1G64370	NP_564833.1	178	filaggrin-like protein
chromosome 1	NC_003070.9	23890981	23891988	-	842745		AT1G64380	NP_176620.1	335	Integrase-type DNA-binding superfamily protein
chromosome 1	NC_003070.9	23900309	23901956	+	842746		AT1G64385	NP_001322348.1	351	transmembrane protein
chromosome 1	NC_003070.9	23911329	23914642	+	842747	GH9C2	AT1G64390	NP_176621.1	620	glycosyl hydrolase 9C2
chromosome 1	NC_003070.9	23915802	23919681	-	842748	LACS3	AT1G64400	NP_176622.1	665	AMP-dependent synthetase and ligase family protein
chromosome 1	NC_003070.9	23923800	23924156	+	842749		AT1G64405	NP_564834.1	118	hypothetical protein AT1G64405
chromosome 1	NC_003070.9	23933541	23936336	+	842751		AT1G64430	NP_176624.2	559	Pentatricopeptide repeat (PPR) superfamily protein
chromosome 1	NC_003070.9	23937102	23939565	+	842752	RHD1	AT1G64440	NP_176625.1	348	NAD(P)-binding Rossmann-fold superfamily protein
chromosome 1	NC_003070.9	23941758	23942786	-	842753		AT1G64450	NP_176626.1	342	Glycine-rich protein family
chromosome 1	NC_003070.9	23941764	23942418	+	28717395		AT1G64455	NP_001321480.1	212	collagen triple helix protein
chromosome 1	NC_003070.9	23943688	23945426	-	842754		AT1G64460	NP_176627.2	549	phosphatidylinositol 4-kinase gamma-like protein
chromosome 1	NC_003070.9	23948028	23949751	-	842756	CBL8	AT1G64480	NP_001319319.1	214	calcineurin B-like protein 8
chromosome 1	NC_003070.9	23952166	23952540	+	842757		AT1G64490	NP_564835.1	124	DEK	 chromatin associated protein
chromosome 1	NC_003070.9	23953270	23954376	+	842758		AT1G64500	NP_176631.1	368	Glutaredoxin family protein
chromosome 1	NC_003070.9	23954993	23956277	-	842759		AT1G64510	NP_001322828.1	231	Translation elongation factor EF1B/ribosomal protein S6 family protein
chromosome 1	NC_003070.9	23956459	23958120	+	842760	RPN12a	AT1G64520	NP_176633.1	267	regulatory particle non-ATPase 12A
chromosome 1	NC_003070.9	23959820	23962896	+	842761		AT1G64530	NP_176634.1	841	Plant regulator RWP-RK family protein
chromosome 1	NC_003070.9	23966909	23968425	+	842762		AT1G64540	NP_001319320.1	444	F-box/FBD-like domains containing protein
chromosome 1	NC_003070.9	23968850	23973369	+	842763	ABCF3	AT1G64550	NP_176636.1	715	general control non-repressible 3
chromosome 1	NC_003070.9	23974308	23974742	-	6240702		AT1G64561	NP_001117546.1	82	hypothetical protein AT1G64561
chromosome 1	NC_003070.9	23978868	23983925	+	842765	DUO3	AT1G64570	NP_176638.1	1239	Homeodomain-like superfamily protein
chromosome 1	NC_003070.9	23985078	23986649	-	842766		AT1G64580	NP_176639.2	523	Pentatricopeptide repeat (PPR) superfamily protein
chromosome 1	NC_003070.9	23987202	23988740	-	10723135		AT1G64583	NP_001185309.1	512	Tetratricopeptide repeat (TPR)-like superfamily protein
chromosome 1	NC_003070.9	23989052	23989267	+	28717396		AT1G64584	NP_001323224.1	71	hypothetical protein AT1G64584
chromosome 1	NC_003070.9	23989933	23990097	-	5007834	RTFL22	AT1G64585	NP_001077771.1	54	ROTUNDIFOLIA like 22
chromosome 1	NC_003070.9	23993592	23995200	+	842767		AT1G64590	NP_176640.1	334	NAD(P)-binding Rossmann-fold superfamily protein
chromosome 1	NC_003070.9	23995996	23998625	+	842768		AT1G64600	NP_176641.2	537	copper ion binding / methyltransferase
chromosome 1	NC_003070.9	23998920	24001297	-	842769		AT1G64610	NP_176642.1	647	Transducin/WD40 repeat-like superfamily protein
chromosome 1	NC_003070.9	24007288	24008460	+	842770		AT1G64620	NP_564836.1	352	Dof-type zinc finger DNA-binding family protein
chromosome 1	NC_003070.9	24016878	24019181	+	844441		AT1G64625	NP_849917.2	527	Serine/threonine-protein kinase WNK (With No Lysine)-like protein
chromosome 1	NC_003070.9	24019584	24019586	-	31370865		AT1G64633	NP_001336509.1	1	hypothetical protein AT1G64633	 partial
chromosome 1	NC_003070.9	24019920	24022114	+	842771	WNK10	AT1G64630	NP_176644.2	524	with no lysine (K) kinase 10
chromosome 1	NC_003070.9	24022482	24023151	-	842772	ENODL8	AT1G64640	NP_176645.3	191	early nodulin-like protein 8
chromosome 1	NC_003070.9	24023805	24026336	-	842773		AT1G64650	NP_176646.1	462	Major facilitator superfamily protein
chromosome 1	NC_003070.9	24028977	24030537	+	842774	MGL	AT1G64660	NP_176647.1	441	methionine gamma-lyase
chromosome 1	NC_003070.9	24030990	24033639	-	842775	BDG1	AT1G64670	NP_001323396.1	524	alpha/beta-Hydrolases superfamily protein
chromosome 1	NC_003070.9	24036071	24037062	+	842776		AT1G64680	NP_564838.1	250	beta-carotene isomerase D27
chromosome 1	NC_003070.9	24037671	24038890	+	842777	BLT	AT1G64690	NP_001321643.1	323	branchless trichome
chromosome 1	NC_003070.9	24039931	24040542	-	842778		AT1G64700	NP_176651.1	203	DUF4228 domain protein
chromosome 1	NC_003070.9	24044686	24046313	+	842779		AT1G64710	NP_176652.3	380	GroES-like zinc-binding alcohol dehydrogenase family protein
chromosome 1	NC_003070.9	24046887	24048537	-	842780	CP5	AT1G64720	NP_176653.1	385	Polyketide cyclase/dehydrase and lipid transport superfamily protein
chromosome 1	NC_003070.9	24050114	24052296	+	842782	TUA1	AT1G64740	NP_176654.1	450	alpha-1 tubulin
chromosome 1	NC_003070.9	24052787	24053712	-	842783	DSS1(I)	AT1G64750	NP_001185311.1	115	deletion of SUV3 suppressor 1(I)
chromosome 1	NC_003070.9	24054220	24056194	-	842784		AT1G64760	NP_176656.1	481	O-Glycosyl hydrolases family 17 protein
chromosome 1	NC_003070.9	24057549	24059405	+	842785	PnsB2	AT1G64770	NP_001185312.1	367	NDH-dependent cyclic electron flow 1
chromosome 1	NC_003070.9	24061021	24062565	-	842786	AMT1;2	AT1G64780	NP_176658.1	514	ammonium transporter 1;2
chromosome 1	NC_003070.9	24065232	24083403	-	842787	ILA	AT1G64790	NP_001185313.1	2696	ILITYHIA
chromosome 1	NC_003070.9	24082579	24082848	+	28717397		AT1G64795	NP_001321011.1	66	hypothetical protein AT1G64795
chromosome 1	NC_003070.9	24085086	24085433	+	28717398		AT1G64800	NP_001319321.1	115	DNA binding / transcription factor
chromosome 1	NC_003070.9	24086810	24088276	+	842789	APO1	AT1G64810	NP_001031234.1	460	APO RNA-binding protein (DUF794)
chromosome 1	NC_003070.9	24088605	24090558	+	842790		AT1G64820	NP_176662.1	502	MATE efflux family protein
chromosome 1	NC_003070.9	24091271	24092566	-	842791		AT1G64830	NP_176663.1	431	Eukaryotic aspartyl protease family protein
chromosome 1	NC_003070.9	24094010	24095164	+	842792		AT1G64840	NP_176664.2	384	LOW protein: F-box/kelch-repeat protein (DUF295)
chromosome 1	NC_003070.9	24096548	24097574	-	842793		AT1G64850	NP_564841.1	162	Calcium-binding EF hand family protein
chromosome 1	NC_003070.9	24098497	24100746	+	842794	SIGA	AT1G64860	NP_176666.1	502	sigma factor A
chromosome 1	NC_003070.9	24102917	24103831	+	842795		AT1G64870	NP_176667.1	304	hypothetical protein AT1G64870
chromosome 1	NC_003070.9	24105713	24108780	+	842796		AT1G64880	NP_564842.1	515	Ribosomal protein S5 family protein
chromosome 1	NC_003070.9	24109752	24111165	+	842797		AT1G64890	NP_564843.1	442	Major facilitator superfamily protein
chromosome 1	NC_003070.9	24113283	24114803	+	842798	CYP89A2	AT1G64900	NP_176670.1	506	cytochrome P450	 family 89	 subfamily A	 polypeptide 2
chromosome 1	NC_003070.9	24115324	24116667	-	842799		AT1G64910	NP_176671.1	447	UDP-Glycosyltransferase superfamily protein
chromosome 1	NC_003070.9	24117440	24118798	-	842800		AT1G64920	NP_176672.1	452	UDP-Glycosyltransferase superfamily protein
chromosome 1	NC_003070.9	24120926	24122461	+	842801	CYP89A7	AT1G64930	NP_176673.1	511	cytochrome P450	 family 87	 subfamily A	 polypeptide 7
chromosome 1	NC_003070.9	24123789	24125324	+	842802	CYP89A6	AT1G64940	NP_176674.1	511	cytochrome P450	 family 87	 subfamily A	 polypeptide 6
chromosome 1	NC_003070.9	24127587	24129119	+	842803	CYP89A5	AT1G64950	NP_176675.1	510	cytochrome P450	 family 89	 subfamily A	 polypeptide 5
chromosome 1	NC_003070.9	24129918	24134049	+	842804	HEB1	AT1G64960	NP_001322301.1	1232	ARM repeat superfamily protein
chromosome 1	NC_003070.9	24134337	24135993	-	842805	G-TMT	AT1G64970	NP_176677.1	348	gamma-tocopherol methyltransferase
chromosome 1	NC_003070.9	24137840	24138679	-	842806	CDI	AT1G64980	NP_001321543.1	279	Nucleotide-diphospho-sugar transferases superfamily protein
chromosome 1	NC_003070.9	24140183	24145866	-	842807	GTG1	AT1G64990	NP_176679.2	468	GPCR-type G protein 1
chromosome 1	NC_003070.9	24147156	24148373	+	842808		AT1G65000	NP_176680.2	83	F-box only protein
chromosome 1	NC_003070.9	24149543	24154024	+	842809		AT1G65010	NP_176681.4	1345	WEB family protein (DUF827)
chromosome 1	NC_003070.9	24154523	24156511	-	842810		AT1G65020	NP_176682.1	319	plasma protein
chromosome 1	NC_003070.9	24156798	24158511	+	842811		AT1G65030	NP_176683.1	345	Transducin/WD40 repeat-like superfamily protein
chromosome 1	NC_003070.9	24158895	24159170	-	6240339		AT1G65032	NP_001117549.1	91	COMPLEX 1 LYR-like protein
chromosome 1	NC_003070.9	24160105	24163365	-	842812	Hrd1B	AT1G65040	NP_849843.3	460	RING/U-box superfamily protein
chromosome 1	NC_003070.9	24164872	24165679	-	842813		AT1G65050	NP_001319323.1	162	TRAF-like superfamily protein
chromosome 1	NC_003070.9	24167385	24171457	-	842814	4CL3	AT1G65060	NP_176686.1	561	4-coumarate:CoA ligase 3
chromosome 1	NC_003070.9	24173047	24176244	-	842815		AT1G65070	NP_001185315.1	876	DNA mismatch repair protein MutS	 type 2
chromosome 1	NC_003070.9	24176619	24180729	+	842816		AT1G65080	NP_176688.3	525	Membrane insertion protein	 OxaA/YidC with tetratricopeptide repeat domain-containing protein
chromosome 1	NC_003070.9	24180973	24182668	-	842817		AT1G65090	NP_001154447.1	379	nucleolin
chromosome 1	NC_003070.9	24183959	24188330	-	842818		AT1G65110	NP_001320531.1	1095	Ubiquitin carboxyl-terminal hydrolase-related protein
chromosome 1	NC_003070.9	24189464	24189837	+	3767635	SCRL2	AT1G65113	NP_001031236.1	92	SCR-like 2
